ATEX__c,Availability__c,BRAND__c,CUTR__c,CurrencyIsoCode,Description__c,FA_Combo__c,GasGroup__c,MaxMAWP__c,NACE__c,OP_Percent__c,PED__c,PTC__c,PosCMethod__c,PosDir__c,PosEffDia__c,PosFullOP__c,PosIntMethod__c,PosLoad__c,PosMinOP__c,SZC__c,VacCMethod__c,VacDir__c,VacEffDia__c,VacFullOP__c,VacIntMethod__c,VacLoad__c,VacMinOP__c,Venting__c
Y,A,Groth-Future,Y,USD,"3"" 12ETSW0",N,6,30,Y,10,Y,12ETSW0,NA,Y,3.068,10,Power,S,10,03,NA,Y,3.068,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"3"" 12ETWS0",N,6,30,Y,10,Y,12ETWS0,NA,Y,3.068,10,Linear,W,10,03,NA,Y,3.068,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"3"" 12ETSS0",N,6,30,Y,10,Y,12ETSS0,NA,Y,3.068,10,Power,S,10,03,NA,Y,3.068,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"3"" 12FTSW0",N,6,30,Y,10,Y,12FTSW0,NA,Y,3.068,10,Power,S,10,03,NA,Y,3.068,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"3"" 12FTWS0",N,6,30,Y,10,Y,12FTWS0,NA,Y,3.068,10,Linear,W,10,03,NA,Y,3.068,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"3"" 12FTSS0",N,6,30,Y,10,Y,12FTSS0,NA,Y,3.068,10,Power,S,10,03,NA,Y,3.068,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"3"" 12FTS00",N,6,30,Y,10,Y,12FTS00,NA,Y,3.068,10,Power,S,10,03,,N,,, ,N,,PA
Y,A,Groth-Future,Y,USD,"3"" 13TT0S0",N,6,30,Y,10,Y,13TT0S0,,N,,,Power,N,10,03,NA,Y,3.068,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"3"" 13ST0S0",N,6,30,Y,10,Y,13ST0S0,,N,,, ,N,,03,NA,Y,3.068,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"3"" 23ETS00",N,6,30,Y,10,N,23ETS00,NA,Y,3.068,10,Power,S,10,03,,N,,, ,N,,FV
Y,A,Groth-Future,Y,USD,"3"" 12FTSW0",N,6,30,Y,10,Y,17FTSW0,NA,Y,3.068,10,Power,S,10,03,NA,Y,3.068,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"3"" 12FTWS0",N,6,30,Y,10,Y,17FTWS0,NA,Y,3.068,10,Linear,W,10,03,NA,Y,3.068,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"3"" 17FTSS0",N,6,30,Y,10,Y,17FTSS0,NA,Y,3.068,10,Power,S,10,03,NA,Y,3.068,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"3"" 12FTS00",N,6,30,Y,10,Y,17FTS00,NA,Y,3.068,10,Power,S,10,03,,N,,, ,N,,PA
N,A,Groth,Y,USD,"3"" 2300A/7618",Y,0,30,Y,100,N,2300A/7618,C3,Y,3.06,100,Power,W,50,03,,N,,,,N,,FV
Y,A,LVA,Y,USD,"3"" 1261A",N,6,100,Y,100,Y,1261A,C1,Y,3.06,100,Power,S,20,03,,N,,,,N,,PA
Y,A,LVA,Y,USD,"3"" 1761A",N,6,100,Y,100,Y,1761A,C1,Y,3.06,100,Power,S,20,03,,N,,,,N,,PA
Y,A,Groth,Y,USD,"3"" 1360A Fiberglass",N,6,30,N,100,N,1360A Fiberglass,,N,,,,N,,03,C3,Y,2.07,100,Power,F,10,FV
N,A,Groth,Y,USD,"3"" 8803A",Y,0,30,Y,100,N,8803A,C1,Y,3.06,100,Power,S,50,03,C1,Y,3.06,100,Power,S,50,FV
Y,A,LVA,Y,USD,"3"" 1201B",N,6,100,Y,100,Y,1201B,C1,Y,3.06,100,Power,S,20,03,C3,Y,3.06,100,Power,W,10,FV
N,A,Groth,Y,USD,"3"" 1720A/7618",Y,0,30,Y,100,N,1720A/7618,C3,Y,3.06,100,Linear,W,50,03,C3,Y,3.06,100,Linear,W,50,PA
Y,A,Groth,Y,USD,"3"" 1300-FA1",Y,2,30,Y,100,N,1300-FA1,,N,,,,N,,03,C3,Y,3.06,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"3"" 1723A Fiberglass",N,6,30,N,100,N,1723A Fiberglass,C1,Y,3.06,100,Power,S,20,03,C1,Y,3.06,100,Power,S,20,PA
Y,A,Groth,Y,USD,"3"" 1361A Fiberglass",N,6,30,N,100,N,1361A Fiberglass,,N,,,,N,,03,C1,Y,2.07,100,Power,S,20,FV
N,A,Groth,Y,USD,"3"" 1301A/7618",Y,0,30,Y,100,N,1301A/7618,,N,,,,N,,03,C1,Y,3.06,100,Power,S,50,FV
Y,A,LVA,Y,USD,"3"" 1220A",N,6,100,Y,100,Y,1220A,C3,Y,3.06,100,Power,W,10,03,C3,Y,3.06,100,Power,W,10,PA
N,A,LVA,Y,USD,"3"" 1223A",N,0,100,Y,100,Y,1223A,C1,Y,3.06,100,Power,S,20,03,C1,Y,3.06,100,Power,S,20,PA
Y,A,Groth,Y,USD,"3"" 1301-FA1",Y,2,30,Y,100,N,1301-FA1,,N,,,,N,,03,C1,Y,3.06,100,Power,S,50,FV
Y,A,Groth,Y,USD,"3"" 1360-FA1",Y,2,30,Y,100,N,1360-FA1,,N,,,,N,,03,C3,Y,2.07,100,Power,W,50,FV
Y,A,Groth,Y,USD,"3"" 2300A",N,6,100,Y,100,N,2300A,C3,Y,3.06,100,Power,W,10,03,,N,,,,N,,FV
Y,A,Groth,Y,USD,"3"" 1760A",N,6,100,Y,100,Y,1760A,C3,Y,3.06,100,Linear,W,10,03,,N,,,,N,,PA
Y,A,Groth,Y,USD,"3"" 1200-FA1",Y,2,30,Y,100,N,1200-FA1,C3,Y,3.06,100,Linear,W,50,03,C3,Y,3.06,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"3"" 1202-FA1",Y,2,30,Y,100,N,1202-FA1,C3,Y,3.06,100,Linear,W,50,03,C1,Y,3.06,100,Power,S,50,FV
Y,A,LVA,Y,USD,"3"" 1301A",N,6,100,Y,100,Y,1301A,,N,,,,N,,03,C1,Y,3.06,100,Power,S,20,FV
Y,A,Groth,Y,USD,"3"" 1201-FA1",Y,2,30,Y,100,N,1201-FA1,C1,Y,3.06,100,Power,S,50,03,C3,Y,3.06,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"3"" 1221B",N,6,100,Y,100,Y,1221B,C1,Y,3.06,100,Power,S,20,03,C3,Y,3.06,100,Power,W,10,PA
N,A,Groth,Y,USD,"3"" 1760A/7618",Y,0,30,Y,100,N,1760A/7618,C3,Y,3.06,100,Linear,W,50,03,,N,,,,N,,PA
Y,A,LVA,Y,USD,"3"" 1260A",N,6,100,Y,100,Y,1260A,C3,Y,3.06,100,Power,W,10,03,,N,,,,N,,PA
Y,A,Groth,Y,USD,"3"" 1721B Fiberglass",N,6,30,N,100,N,1721B Fiberglass,C1,Y,3.06,100,Power,S,20,03,C3,Y,3.06,100,Power,F,10,PA
N,A,Groth,Y,USD,"3"" 8801A",Y,0,30,Y,100,N,8801A,C1,Y,3.06,100,Power,S,50,03,C3,Y,3.06,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"3"" 1722B",N,6,100,Y,100,Y,1722B,C3,Y,3.06,100,Linear,W,10,03,C1,Y,3.06,100,Power,S,20,PA
Y,A,Groth,Y,USD,"3"" 1761A",N,6,100,Y,100,Y,1761A,C1,Y,3.06,100,Power,S,20,03,,N,,,,N,,PA
N,A,LVA,Y,USD,"3"" 1202B",N,0,100,Y,100,Y,1202B,C3,Y,3.06,100,Power,W,10,03,C1,Y,3.06,100,Power,S,20,FV
Y,A,Groth,Y,USD,"3"" 1361-FA1",Y,2,30,Y,100,N,1361-FA1,,N,,,,N,,03,C1,Y,2.07,100,Power,S,50,FV
N,A,Groth,Y,USD,"3"" 1223A",N,0,100,Y,100,Y,1223A,C1,Y,3.06,100,Power,S,20,03,C1,Y,3.06,100,Power,S,20,PA
Y,A,Groth,Y,USD,"3"" 1662A",N,6,30,Y,10,Y,1662A,,N,,,,N,,03,NA,Y,3.06,10,Linear,P,10,PA
Y,A,Groth,Y,USD,"3"" 1430",N,6,30,Y,10,Y,1430,NA,Y,3.06,10,Linear,P,10,03,,N,,,,N,,FV
N,A,Groth,Y,USD,"3"" 8823A",Y,0,30,Y,100,N,8823A,C1,Y,3.06,100,Power,S,50,03,C1,Y,3.06,100,Power,S,50,PA
Y,A,Groth,Y,USD,"3"" 1360A",N,6,100,Y,100,Y,1360A,,N,,,,N,,03,C3,Y,2.07,100,Power,W,10,FV
Y,A,Groth,Y,USD,"3"" 1400",N,6,30,Y,100,Y,1400,NA,Y,3.06,10,Linear,P,10,03,C3,Y,3.06,100,Power,W,10,FV
Y,A,Groth,Y,USD,"3"" 1220A Fiberglass",N,6,30,N,100,N,1220A Fiberglass,C3,Y,3.06,100,Power,F,10,03,C3,Y,3.06,100,Power,F,10,PA
Y,A,Groth,Y,USD,"3"" 1301A Fiberglass",N,6,30,N,100,N,1301A Fiberglass,,N,,,,N,,03,C1,Y,3.06,100,Power,S,20,FV
Y,A,LVA,Y,USD,"3"" 1723A",N,6,100,Y,100,Y,1723A,C1,Y,3.06,100,Power,S,20,03,C1,Y,3.06,100,Power,S,20,PA
N,A,Groth,Y,USD,"3"" 8820A",Y,0,30,Y,100,N,8820A,C3,Y,3.06,100,Linear,W,50,03,C3,Y,3.06,100,Linear,W,50,PA
Y,A,Groth,Y,USD,"3"" 1720A",N,6,100,Y,100,Y,1720A,C3,Y,3.06,100,Linear,W,10,03,C3,Y,3.06,100,Power,W,10,PA
N,A,Groth,Y,USD,"3"" 1300A/7618",Y,0,30,Y,100,N,1300A/7618,,N,,,,N,,03,C3,Y,3.06,100,Linear,W,50,FV
Y,A,LVA,Y,USD,"3"" 2300A",N,6,100,Y,100,N,2300A,C3,Y,3.06,100,Power,W,10,03,,N,,,,N,,FV
Y,A,Groth,Y,USD,"3"" 1720A Fiberglass",N,6,30,N,100,N,1720A Fiberglass,C3,Y,3.06,100,Linear,F,10,03,C3,Y,3.06,100,Power,F,10,PA
Y,A,Groth,Y,USD,"3"" 1261A Fiberglass",N,6,30,N,100,N,1261A Fiberglass,C1,Y,3.06,100,Power,S,20,03,,N,,,,N,,PA
N,A,Groth,Y,USD,"3"" 8802A",Y,0,30,Y,100,N,8802A,C3,Y,3.06,100,Linear,W,50,03,C1,Y,3.06,100,Power,S,50,FV
Y,A,LVA,Y,USD,"3"" 1360A",N,6,100,Y,100,Y,1360A,,N,,,,N,,03,C3,Y,2.07,100,Power,W,10,FV
Y,A,Groth,Y,USD,"3"" 2300A Fiberglass",N,6,30,N,100,N,2300A Fiberglass,C3,Y,3.06,100,Power,F,10,03,,N,,,,N,,FV
Y,A,Groth,Y,USD,"3"" 1761A Fiberglass",N,6,30,N,100,N,1761A Fiberglass,C1,Y,3.06,100,Power,S,20,03,,N,,,,N,,PA
Y,A,LVA,Y,USD,"3"" 1722B",N,6,100,Y,100,Y,1722B,C3,Y,3.06,100,Linear,W,10,03,C1,Y,3.06,100,Power,S,20,PA
Y,A,Groth,Y,USD,"3"" 1200A",N,6,100,Y,100,Y,1200A,C3,Y,3.06,100,Power,W,10,03,C3,Y,3.06,100,Power,W,10,FV
N,A,Groth,Y,USD,"3"" 1203A",N,0,100,Y,100,Y,1203A,C1,Y,3.06,100,Power,S,20,03,C1,Y,3.06,100,Power,S,20,FV
N,A,Groth,Y,USD,"3"" 1202B",N,0,100,Y,100,Y,1202B,C3,Y,3.06,100,Power,W,10,03,C1,Y,3.06,100,Power,S,20,FV
Y,A,Groth,Y,USD,"3"" 1361A",N,6,100,Y,100,Y,1361A,,N,,,,N,,03,C1,Y,2.07,100,Power,S,20,FV
Y,A,Groth,Y,USD,"3"" 1221B Fiberglass",N,6,30,N,100,N,1221B Fiberglass,C1,Y,3.06,100,Power,S,20,03,C3,Y,3.06,100,Power,F,10,PA
N,A,Groth,Y,USD,"3"" 1260A/7618",Y,0,30,Y,100,N,1260A/7618,C3,Y,3.06,100,Linear,W,50,03,,N,,,,N,,PA
Y,A,Groth,Y,USD,"3"" 1220A",N,6,100,Y,100,Y,1220A,C3,Y,3.06,100,Power,W,10,03,C3,Y,3.06,100,Power,W,10,PA
Y,A,Groth,Y,USD,"3"" 1201B Fiberglass",N,6,30,N,100,N,1201B Fiberglass,C1,Y,3.06,100,Power,S,20,03,C3,Y,3.06,100,Power,F,10,FV
Y,A,LVA,Y,USD,"3"" 1721B",N,6,100,Y,100,Y,1721B,C1,Y,3.06,100,Power,S,20,03,C3,Y,3.06,100,Power,W,10,PA
Y,A,Groth,Y,USD,"3"" 1460",N,6,30,Y,10,Y,1460,NA,Y,3.06,10,Linear,P,10,03,,N,,,,N,,PA
Y,A,Groth,Y,USD,"3"" 1201B",N,6,100,Y,100,Y,1201B,C1,Y,3.06,100,Power,S,20,03,C3,Y,3.06,100,Power,W,10,FV
Y,A,Groth,Y,USD,"3"" 2301A",N,6,100,Y,100,N,2301A,C1,Y,3.06,100,Power,S,20,03,,N,,,,N,,FV
N,A,Groth,Y,USD,"3"" 1222B",N,0,100,Y,100,Y,1222B,C3,Y,3.06,100,Power,W,10,03,C1,Y,3.06,100,Power,S,20,PA
Y,A,Groth,Y,USD,"3"" 1722B Fiberglass",N,6,30,N,100,N,1722B Fiberglass,C3,Y,3.06,100,Linear,F,10,03,C1,Y,3.06,100,Power,S,20,PA
Y,A,Groth,Y,USD,"3"" 1723A",N,6,100,Y,100,Y,1723A,C1,Y,3.06,100,Power,S,20,03,C1,Y,3.06,100,Power,S,20,PA
Y,A,LVA,Y,USD,"3"" 1221B",N,6,100,Y,100,Y,1221B,C1,Y,3.06,100,Power,S,20,03,C3,Y,3.06,100,Power,W,10,PA
N,A,Groth,Y,USD,"3"" 1223A Fiberglass",N,0,30,N,100,N,1223A Fiberglass,C1,Y,3.06,100,Power,S,20,03,C1,Y,3.06,100,Power,S,20,PA
N,A,Groth,Y,USD,"3"" 1261A/7618",Y,0,30,Y,100,N,1261A/7618,C1,Y,3.06,100,Power,S,50,03,,N,,,,N,,PA
Y,A,LVA,Y,USD,"3"" 1200A",N,6,100,Y,100,Y,1200A,C3,Y,3.06,100,Power,W,10,03,C3,Y,3.06,100,Power,W,10,FV
Y,A,Groth,Y,USD,"3"" 1200A Fiberglass",N,6,30,N,100,N,1200A Fiberglass,C3,Y,3.06,100,Power,F,10,03,C3,Y,3.06,100,Power,F,10,FV
N,A,Groth,Y,USD,"3"" 1202B Fiberglass",N,0,30,N,100,N,1202B Fiberglass,C3,Y,3.06,100,Power,F,10,03,C1,Y,3.06,100,Power,S,20,FV
Y,A,LVA,Y,USD,"3"" 1720A",N,6,100,Y,100,Y,1720A,C3,Y,3.06,100,Linear,W,10,03,C3,Y,3.06,100,Power,W,10,PA
Y,A,Groth,Y,USD,"3"" 2301-FA1",Y,2,30,Y,100,N,2301-FA1,C1,Y,3.06,100,Power,S,50,03,,N,,,,N,,FV
N,A,Groth,Y,USD,"3"" 1203A Fiberglass",N,0,30,N,100,N,1203A Fiberglass,C1,Y,3.06,100,Power,S,20,03,C1,Y,3.06,100,Power,S,20,FV
N,A,LVA,Y,USD,"3"" 1203A",N,0,100,Y,100,Y,1203A,C1,Y,3.06,100,Power,S,20,03,C1,Y,3.06,100,Power,S,20,FV
Y,A,Groth,Y,USD,"3"" 1420",N,6,30,Y,100,Y,1420,NA,Y,3.06,10,Linear,P,10,03,C3,Y,3.06,100,Power,W,10,PA
Y,A,Groth,Y,USD,"3"" 1301A",N,6,100,Y,100,Y,1301A,,N,,,,N,,03,C1,Y,3.06,100,Power,S,20,FV
Y,A,Groth,Y,USD,"4"" 1761A",N,6,100,Y,100,Y,1761A,C1,Y,4.06,100,Power,S,20,04,,N,,,,N,,PA
